"vehicle_type","state_abb","year_of_manufacture","no_vehicles"
"Motorcycles","Vic","1958",21
"Motorcycles","Vic","1959",16
"Motorcycles","Vic","1960",11
"Motorcycles","Vic","1961",8
"Motorcycles","Vic","1962",20
"Motorcycles","Vic","1963",25
"Motorcycles","Vic","1964",39
"Motorcycles","Vic","1965",58
"Motorcycles","Vic","1966",35
"Motorcycles","Vic","1967",31
"Motorcycles","Vic","1968",42
"Motorcycles","Vic","1969",49
"Motorcycles","Vic","1970",49
"Motorcycles","Vic","1971",72
"Motorcycles","Vic","1972",101
"Motorcycles","Vic","1973",112
"Motorcycles","Vic","1974",128
"Motorcycles","Vic","1975",122
"Motorcycles","Vic","1976",166
"Motorcycles","Vic","1977",115
"Motorcycles","Vic","1978",182
"Motorcycles","Vic","1979",182
"Motorcycles","Vic","1980",268
"Motorcycles","Vic","1981",313
"Motorcycles","Vic","1982",314
"Motorcycles","Vic","1983",305
"Motorcycles","Vic","1984",344
"Motorcycles","Vic","1985",450
"Motorcycles","Vic","1986",292
"Motorcycles","Vic","1987",279
"Motorcycles","Vic","1988",672
"Motorcycles","Vic","1989",301
"Motorcycles","Vic","1990",374
"Motorcycles","Vic","1991",496
"Motorcycles","Vic","1992",527
"Motorcycles","Vic","1993",564
"Motorcycles","Vic","1994",762
"Motorcycles","Vic","1995",985
"Motorcycles","Vic","1996",1130
"Motorcycles","Vic","1997",1545
"Motorcycles","Vic","1998",1973
"Motorcycles","Vic","1999",2495
"Motorcycles","Vic","2000",3188
"Motorcycles","Vic","2001",3990
"Motorcycles","Vic","2002",3445
"Motorcycles","Vic","2003",4015
"Motorcycles","Vic","2004",4463
"Motorcycles","Vic","2005",5536
"Motorcycles","Vic","2006",7030
"Motorcycles","Vic","2007",8383
"Motorcycles","Vic","2008",9574
"Motorcycles","Vic","2009",8056
"Motorcycles","Vic","2010",6726
"Motorcycles","Vic","2011",6246
"Motorcycles","Vic","2012",7038
"Motorcycles","Vic","2013",7575
"Motorcycles","Vic","2014",8856
"Motorcycles","Vic","2015",9661
"Motorcycles","Vic","2016",9952
"Motorcycles","Vic","2017",9343
"Motorcycles","Vic","2018",9075
"Motorcycles","Vic","2019",8709
"Motorcycles","Vic","2020",8119
"Motorcycles","Vic","2021",14365
"Motorcycles","Vic","2022",12534
"Motorcycles","Vic","2023",12630
"Motorcycles","Vic","2024",5944
"Motorcycles","Vic","2025",5
"Motorcycles","Vic","Not stated",7944
"Motorcycles","Qld","1901",0
"Motorcycles","Qld","1902",0
"Motorcycles","Qld","1903",0
"Motorcycles","Qld","1904",0
"Motorcycles","Qld","1905",0
"Motorcycles","Qld","1906",0
"Motorcycles","Qld","1907",0
"Motorcycles","Qld","1908",3
"Motorcycles","Qld","1909",3
"Motorcycles","Qld","1910",3
"Motorcycles","Qld","1911",4
"Motorcycles","Qld","1912",8
"Motorcycles","Qld","1913",6
"Motorcycles","Qld","1914",16
"Motorcycles","Qld","1915",19
"Motorcycles","Qld","1916",15
"Motorcycles","Qld","1917",7
"Motorcycles","Qld","1918",3
"Motorcycles","Qld","1919",0
"Motorcycles","Qld","1920",3
"Motorcycles","Qld","1921",0
"Motorcycles","Qld","1922",3
"Motorcycles","Qld","1923",6
"Motorcycles","Qld","1924",12
"Motorcycles","Qld","1925",6
"Motorcycles","Qld","1926",8
"Motorcycles","Qld","1927",12
"Motorcycles","Qld","1928",23
"Motorcycles","Qld","1929",13
"Motorcycles","Qld","1930",11
"Motorcycles","Qld","1931",4
"Motorcycles","Qld","1932",3
"Motorcycles","Qld","1933",5
"Motorcycles","Qld","1934",10
"Motorcycles","Qld","1935",12
"Motorcycles","Qld","1936",14
"Motorcycles","Qld","1937",20
"Motorcycles","Qld","1938",34
"Motorcycles","Qld","1939",34
"Motorcycles","Qld","1940",17
"Motorcycles","Qld","1941",43
"Motorcycles","Qld","1942",149
"Motorcycles","Qld","1943",7
"Motorcycles","Qld","1944",25
"Motorcycles","Qld","1945",7
"Motorcycles","Qld","1946",40
"Motorcycles","Qld","1947",46
"Motorcycles","Qld","1948",78
"Motorcycles","Qld","1949",65
"Motorcycles","Qld","1950",88
"Motorcycles","Qld","1951",96
"Motorcycles","Qld","1952",71
"Motorcycles","Qld","1953",63
"Motorcycles","Qld","1954",86
"Motorcycles","Qld","1955",78
"Motorcycles","Qld","1956",77
"Motorcycles","Qld","1957",90
"Motorcycles","Qld","1958",98
"Motorcycles","Qld","1959",65
"Motorcycles","Qld","1960",95
"Motorcycles","Qld","1961",58
"Motorcycles","Qld","1962",80
"Motorcycles","Qld","1963",73
"Motorcycles","Qld","1964",86
"Motorcycles","Qld","1965",117
"Motorcycles","Qld","1966",132
"Motorcycles","Qld","1967",132
"Motorcycles","Qld","1968",159
"Motorcycles","Qld","1969",261
"Motorcycles","Qld","1970",237
"Motorcycles","Qld","1971",366
"Motorcycles","Qld","1972",542
"Motorcycles","Qld","1973",504
"Motorcycles","Qld","1974",644
"Motorcycles","Qld","1975",616
"Motorcycles","Qld","1976",561
"Motorcycles","Qld","1977",349
"Motorcycles","Qld","1978",458
"Motorcycles","Qld","1979",486
"Motorcycles","Qld","1980",618
"Motorcycles","Qld","1981",841
"Motorcycles","Qld","1982",615
"Motorcycles","Qld","1983",466
"Motorcycles","Qld","1984",537
"Motorcycles","Qld","1985",637
"Motorcycles","Qld","1986",460
"Motorcycles","Qld","1987",414
"Motorcycles","Qld","1988",692
"Motorcycles","Qld","1989",527
"Motorcycles","Qld","1990",594
"Motorcycles","Qld","1991",719
"Motorcycles","Qld","1992",754
"Motorcycles","Qld","1993",865
"Motorcycles","Qld","1994",1066
"Motorcycles","Qld","1995",1359
"Motorcycles","Qld","1996",1430
"Motorcycles","Qld","1997",1459
"Motorcycles","Qld","1998",2113
"Motorcycles","Qld","1999",2193
"Motorcycles","Qld","2000",2442
"Motorcycles","Qld","2001",2679
"Motorcycles","Qld","2002",3108
"Motorcycles","Qld","2003",3713
"Motorcycles","Qld","2004",4486
"Motorcycles","Qld","2005",6501
"Motorcycles","Qld","2006",7957
"Motorcycles","Qld","2007",9132
"Motorcycles","Qld","2008",9780
"Motorcycles","Qld","2009",7208
"Motorcycles","Qld","2010",7417
"Motorcycles","Qld","2011",7656
"Motorcycles","Qld","2012",9229
"Motorcycles","Qld","2013",9746
"Motorcycles","Qld","2014",9880
"Motorcycles","Qld","2015",10756
"Motorcycles","Qld","2016",12070
"Motorcycles","Qld","2017",11005
"Motorcycles","Qld","2018",10204
"Motorcycles","Qld","2019",9631
"Motorcycles","Qld","2020",10345
"Motorcycles","Qld","2021",15722
"Motorcycles","Qld","2022",13263
"Motorcycles","Qld","2023",13763
"Motorcycles","Qld","2024",6283
"Motorcycles","Qld","2025",0
"Motorcycles","Qld","Not stated",10
"Motorcycles","SA","1901",3
"Motorcycles","SA","1902",0
"Motorcycles","SA","1903",0
"Motorcycles","SA","1904",0
"Motorcycles","SA","1905",0
"Motorcycles","SA","1906",0
"Motorcycles","SA","1907",0
"Motorcycles","SA","1908",0
"Motorcycles","SA","1909",0
"Motorcycles","SA","1910",0
"Motorcycles","SA","1911",0
"Motorcycles","SA","1912",0
"Motorcycles","SA","1913",5
"Motorcycles","SA","1914",3
"Motorcycles","SA","1915",3
"Motorcycles","SA","1916",0
"Motorcycles","SA","1917",0
"Motorcycles","SA","1918",0
"Motorcycles","SA","1919",3
"Motorcycles","SA","1920",0
"Motorcycles","SA","1921",0
"Motorcycles","SA","1922",3
"Motorcycles","SA","1923",3
"Motorcycles","SA","1924",6
"Motorcycles","SA","1925",3
"Motorcycles","SA","1926",0
"Motorcycles","SA","1927",8
"Motorcycles","SA","1928",9
"Motorcycles","SA","1929",7
"Motorcycles","SA","1930",9
"Motorcycles","SA","1931",3
"Motorcycles","SA","1932",3
"Motorcycles","SA","1933",0
"Motorcycles","SA","1934",6
"Motorcycles","SA","1935",10
"Motorcycles","SA","1936",16
"Motorcycles","SA","1937",5
"Motorcycles","SA","1938",11
"Motorcycles","SA","1939",14
"Motorcycles","SA","1940",7
"Motorcycles","SA","1941",10
"Motorcycles","SA","1942",47
"Motorcycles","SA","1943",0
"Motorcycles","SA","1944",8
"Motorcycles","SA","1945",0
"Motorcycles","SA","1946",11
"Motorcycles","SA","1947",38
"Motorcycles","SA","1948",66
"Motorcycles","SA","1949",68
"Motorcycles","SA","1950",36
"Motorcycles","SA","1951",65
"Motorcycles","SA","1952",38
"Motorcycles","SA","1953",27
"Motorcycles","SA","1954",51
"Motorcycles","SA","1955",40
"Motorcycles","SA","1956",44
"Motorcycles","SA","1957",37
"Motorcycles","SA","1958",37
"Motorcycles","SA","1959",44
"Motorcycles","SA","1960",31
"Motorcycles","SA","1961",26
"Motorcycles","SA","1962",36
"Motorcycles","SA","1963",29
"Motorcycles","SA","1964",37
"Motorcycles","SA","1965",28
"Motorcycles","SA","1966",34
"Motorcycles","SA","1967",47
"Motorcycles","SA","1968",50
"Motorcycles","SA","1969",82
"Motorcycles","SA","1970",73
"Motorcycles","SA","1971",105
"Motorcycles","SA","1972",189
"Motorcycles","SA","1973",168
"Motorcycles","SA","1974",200
"Motorcycles","SA","1975",193
"Motorcycles","SA","1976",208
"Motorcycles","SA","1977",128
"Motorcycles","SA","1978",144
"Motorcycles","SA","1979",125
"Motorcycles","SA","1980",173
"Motorcycles","SA","1981",206
"Motorcycles","SA","1982",148
"Motorcycles","SA","1983",126
"Motorcycles","SA","1984",140
"Motorcycles","SA","1985",156
"Motorcycles","SA","1986",115
"Motorcycles","SA","1987",119
"Motorcycles","SA","1988",177
"Motorcycles","SA","1989",122
"Motorcycles","SA","1990",162
"Motorcycles","SA","1991",212
"Motorcycles","SA","1992",257
"Motorcycles","SA","1993",259
"Motorcycles","SA","1994",338
"Motorcycles","SA","1995",436
"Motorcycles","SA","1996",444
"Motorcycles","SA","1997",490
"Motorcycles","SA","1998",631
"Motorcycles","SA","1999",673
"Motorcycles","SA","2000",700
"Motorcycles","SA","2001",708
"Motorcycles","SA","2002",798
"Motorcycles","SA","2003",956
"Motorcycles","SA","2004",1143
"Motorcycles","SA","2005",1482
"Motorcycles","SA","2006",2099
"Motorcycles","SA","2007",2477
"Motorcycles","SA","2008",2800
"Motorcycles","SA","2009",2044
"Motorcycles","SA","2010",2101
"Motorcycles","SA","2011",1848
"Motorcycles","SA","2012",2153
"Motorcycles","SA","2013",2251
"Motorcycles","SA","2014",2374
"Motorcycles","SA","2015",2579
"Motorcycles","SA","2016",2708
"Motorcycles","SA","2017",2582
"Motorcycles","SA","2018",2409
"Motorcycles","SA","2019",2315
"Motorcycles","SA","2020",2359
"Motorcycles","SA","2021",4071
"Motorcycles","SA","2022",3180
"Motorcycles","SA","2023",3221
"Motorcycles","SA","2024",1647
"Motorcycles","SA","2025",0
"Motorcycles","SA","Not stated",1013
"Motorcycles","WA","1901",0
"Motorcycles","WA","1902",0
"Motorcycles","WA","1903",3
"Motorcycles","WA","1904",0
"Motorcycles","WA","1905",0
"Motorcycles","WA","1906",0
"Motorcycles","WA","1907",3
"Motorcycles","WA","1908",0
"Motorcycles","WA","1909",0
"Motorcycles","WA","1910",3
"Motorcycles","WA","1911",3
"Motorcycles","WA","1912",7
"Motorcycles","WA","1913",9
"Motorcycles","WA","1914",17
"Motorcycles","WA","1915",11
"Motorcycles","WA","1916",5
"Motorcycles","WA","1917",3
"Motorcycles","WA","1918",7
"Motorcycles","WA","1919",0
"Motorcycles","WA","1920",3
"Motorcycles","WA","1921",0
"Motorcycles","WA","1922",3
"Motorcycles","WA","1923",9
"Motorcycles","WA","1924",11
"Motorcycles","WA","1925",14
"Motorcycles","WA","1926",24
"Motorcycles","WA","1927",17
"Motorcycles","WA","1928",35
"Motorcycles","WA","1929",34
"Motorcycles","WA","1930",19
"Motorcycles","WA","1931",4
"Motorcycles","WA","1932",0
"Motorcycles","WA","1933",4
"Motorcycles","WA","1934",8
"Motorcycles","WA","1935",16
"Motorcycles","WA","1936",22
"Motorcycles","WA","1937",30
"Motorcycles","WA","1938",26
"Motorcycles","WA","1939",24
"Motorcycles","WA","1940",25
"Motorcycles","WA","1941",49
"Motorcycles","WA","1942",130
"Motorcycles","WA","1943",12
"Motorcycles","WA","1944",22
"Motorcycles","WA","1945",5
"Motorcycles","WA","1946",23
"Motorcycles","WA","1947",51
"Motorcycles","WA","1948",61
"Motorcycles","WA","1949",75
"Motorcycles","WA","1950",76
"Motorcycles","WA","1951",120
"Motorcycles","WA","1952",70
"Motorcycles","WA","1953",57
"Motorcycles","WA","1954",85
"Motorcycles","WA","1955",71
"Motorcycles","WA","1956",83
"Motorcycles","WA","1957",74
"Motorcycles","WA","1958",74
"Motorcycles","WA","1959",91
"Motorcycles","WA","1960",97
"Motorcycles","WA","1961",76
"Motorcycles","WA","1962",76
"Motorcycles","WA","1963",93
"Motorcycles","WA","1964",113
"Motorcycles","WA","1965",125
"Motorcycles","WA","1966",168
"Motorcycles","WA","1967",170
"Motorcycles","WA","1968",263
"Motorcycles","WA","1969",155
"Motorcycles","WA","1970",160
"Motorcycles","WA","1971",223
"Motorcycles","WA","1972",328
"Motorcycles","WA","1973",337
"Motorcycles","WA","1974",447
"Motorcycles","WA","1975",485
"Motorcycles","WA","1976",423
"Motorcycles","WA","1977",306
"Motorcycles","WA","1978",388
"Motorcycles","WA","1979",378
"Motorcycles","WA","1980",496
"Motorcycles","WA","1981",618
"Motorcycles","WA","1982",489
"Motorcycles","WA","1983",465
"Motorcycles","WA","1984",446
"Motorcycles","WA","1985",530
"Motorcycles","WA","1986",382
"Motorcycles","WA","1987",384
"Motorcycles","WA","1988",674
"Motorcycles","WA","1989",507
"Motorcycles","WA","1990",500
"Motorcycles","WA","1991",541
"Motorcycles","WA","1992",561
"Motorcycles","WA","1993",665
"Motorcycles","WA","1994",864
"Motorcycles","WA","1995",1027
"Motorcycles","WA","1996",1063
"Motorcycles","WA","1997",1132
"Motorcycles","WA","1998",1464
"Motorcycles","WA","1999",1526
"Motorcycles","WA","2000",1570
"Motorcycles","WA","2001",1565
"Motorcycles","WA","2002",1549
"Motorcycles","WA","2003",1899
"Motorcycles","WA","2004",2319
"Motorcycles","WA","2005",3830
"Motorcycles","WA","2006",5174
"Motorcycles","WA","2007",5901
"Motorcycles","WA","2008",6386
"Motorcycles","WA","2009",5091
"Motorcycles","WA","2010",4966
"Motorcycles","WA","2011",5037
"Motorcycles","WA","2012",5968
"Motorcycles","WA","2013",6557
"Motorcycles","WA","2014",5547
"Motorcycles","WA","2015",5454
"Motorcycles","WA","2016",4865
"Motorcycles","WA","2017",4049
"Motorcycles","WA","2018",3743
"Motorcycles","WA","2019",3534
"Motorcycles","WA","2020",4494
"Motorcycles","WA","2021",6956
"Motorcycles","WA","2022",5613
"Motorcycles","WA","2023",5670
"Motorcycles","WA","2024",2858
"Motorcycles","WA","2025",0
"Motorcycles","WA","Not stated",3
"Motorcycles","Tas","1901",0
"Motorcycles","Tas","1902",0
"Motorcycles","Tas","1903",0
"Motorcycles","Tas","1904",0
"Motorcycles","Tas","1905",0
"Motorcycles","Tas","1906",0
"Motorcycles","Tas","1907",0
"Motorcycles","Tas","1908",0
"Motorcycles","Tas","1909",0
"Motorcycles","Tas","1910",0
"Motorcycles","Tas","1911",0
"Motorcycles","Tas","1912",3
"Motorcycles","Tas","1913",3
"Motorcycles","Tas","1914",0
"Motorcycles","Tas","1915",0
"Motorcycles","Tas","1916",0
"Motorcycles","Tas","1917",0
"Motorcycles","Tas","1918",0
"Motorcycles","Tas","1919",0
"Motorcycles","Tas","1920",0
"Motorcycles","Tas","1921",0
"Motorcycles","Tas","1922",0
"Motorcycles","Tas","1923",0
"Motorcycles","Tas","1924",0
"Motorcycles","Tas","1925",3
"Motorcycles","Tas","1926",3
"Motorcycles","Tas","1927",3
"Motorcycles","Tas","1928",5
"Motorcycles","Tas","1929",3
"Motorcycles","Tas","1930",5
"Motorcycles","Tas","1931",3
"Motorcycles","Tas","1932",0
"Motorcycles","Tas","1933",3
"Motorcycles","Tas","1934",0
"Motorcycles","Tas","1935",3
"Motorcycles","Tas","1936",3
"Motorcycles","Tas","1937",10
"Motorcycles","Tas","1938",6
"Motorcycles","Tas","1939",7
"Motorcycles","Tas","1940",3
"Motorcycles","Tas","1941",0
"Motorcycles","Tas","1942",3
"Motorcycles","Tas","1943",0
"Motorcycles","Tas","1944",3
"Motorcycles","Tas","1945",0
"Motorcycles","Tas","1946",0
"Motorcycles","Tas","1947",4
"Motorcycles","Tas","1948",6
"Motorcycles","Tas","1949",4
"Motorcycles","Tas","1950",10
"Motorcycles","Tas","1951",10
"Motorcycles","Tas","1952",6
"Motorcycles","Tas","1953",3
"Motorcycles","Tas","1954",6
"Motorcycles","Tas","1955",8
"Motorcycles","Tas","1956",11
"Motorcycles","Tas","1957",9
"Motorcycles","Tas","1958",3
"Motorcycles","Tas","1959",7
"Motorcycles","Tas","1960",3
"Motorcycles","Tas","1961",0
"Motorcycles","Tas","1962",5
"Motorcycles","Tas","1963",0
"Motorcycles","Tas","1964",4
"Motorcycles","Tas","1965",3
"Motorcycles","Tas","1966",7
"Motorcycles","Tas","1967",8
"Motorcycles","Tas","1968",6
"Motorcycles","Tas","1969",10
"Motorcycles","Tas","1970",5
"Motorcycles","Tas","1971",15
"Motorcycles","Tas","1972",15
"Motorcycles","Tas","1973",21
"Motorcycles","Tas","1974",16
"Motorcycles","Tas","1975",21
"Motorcycles","Tas","1976",17
"Motorcycles","Tas","1977",16
"Motorcycles","Tas","1978",20
"Motorcycles","Tas","1979",22
"Motorcycles","Tas","1980",30
"Motorcycles","Tas","1981",38
"Motorcycles","Tas","1982",25
"Motorcycles","Tas","1983",37
"Motorcycles","Tas","1984",33
"Motorcycles","Tas","1985",40
"Motorcycles","Tas","1986",33
"Motorcycles","Tas","1987",37
"Motorcycles","Tas","1988",39
"Motorcycles","Tas","1989",31
"Motorcycles","Tas","1990",46
"Motorcycles","Tas","1991",52
"Motorcycles","Tas","1992",62
"Motorcycles","Tas","1993",72
"Motorcycles","Tas","1994",111
"Motorcycles","Tas","1995",183
"Motorcycles","Tas","1996",211
"Motorcycles","Tas","1997",231
"Motorcycles","Tas","1998",271
"Motorcycles","Tas","1999",294
"Motorcycles","Tas","2000",318
"Motorcycles","Tas","2001",344
"Motorcycles","Tas","2002",335
"Motorcycles","Tas","2003",407
"Motorcycles","Tas","2004",519
"Motorcycles","Tas","2005",628
"Motorcycles","Tas","2006",813
"Motorcycles","Tas","2007",984
"Motorcycles","Tas","2008",1059
"Motorcycles","Tas","2009",839
"Motorcycles","Tas","2010",806
"Motorcycles","Tas","2011",717
"Motorcycles","Tas","2012",815
"Motorcycles","Tas","2013",886
"Motorcycles","Tas","2014",937
"Motorcycles","Tas","2015",957
"Motorcycles","Tas","2016",1049
"Motorcycles","Tas","2017",889
"Motorcycles","Tas","2018",730
"Motorcycles","Tas","2019",725
"Motorcycles","Tas","2020",688
"Motorcycles","Tas","2021",1194
"Motorcycles","Tas","2022",1064
"Motorcycles","Tas","2023",979
"Motorcycles","Tas","2024",447
"Motorcycles","Tas","2025",0
"Motorcycles","Tas","Not stated",0
"Motorcycles","NT","1901",0
"Motorcycles","NT","1902",0
"Motorcycles","NT","1903",0
"Motorcycles","NT","1904",0
"Motorcycles","NT","1905",0
"Motorcycles","NT","1906",0
"Motorcycles","NT","1907",0
"Motorcycles","NT","1908",0
"Motorcycles","NT","1909",0
"Motorcycles","NT","1910",0
"Motorcycles","NT","1911",0
"Motorcycles","NT","1912",0
"Motorcycles","NT","1913",0
"Motorcycles","NT","1914",0
"Motorcycles","NT","1915",0
"Motorcycles","NT","1916",0
"Motorcycles","NT","1917",0
"Motorcycles","NT","1918",0
"Motorcycles","NT","1919",3
"Motorcycles","NT","1920",0
"Motorcycles","NT","1921",3
"Motorcycles","NT","1922",0
"Motorcycles","NT","1923",0
"Motorcycles","NT","1924",0
"Motorcycles","NT","1925",0
"Motorcycles","NT","1926",0
"Motorcycles","NT","1927",0
"Motorcycles","NT","1928",0
"Motorcycles","NT","1929",3
"Motorcycles","NT","1930",0
"Motorcycles","NT","1931",0
"Motorcycles","NT","1932",0
"Motorcycles","NT","1933",0
"Motorcycles","NT","1934",0
"Motorcycles","NT","1935",0
"Motorcycles","NT","1936",3
"Motorcycles","NT","1937",0
"Motorcycles","NT","1938",0
"Motorcycles","NT","1939",0
"Motorcycles","NT","1940",3
"Motorcycles","NT","1941",0
"Motorcycles","NT","1942",5
"Motorcycles","NT","1943",0
"Motorcycles","NT","1944",0
"Motorcycles","NT","1945",0
"Motorcycles","NT","1946",3
"Motorcycles","NT","1947",3
"Motorcycles","NT","1948",0
"Motorcycles","NT","1949",0
"Motorcycles","NT","1950",0
"Motorcycles","NT","1951",0
"Motorcycles","NT","1952",0
"Motorcycles","NT","1953",0
"Motorcycles","NT","1954",0
"Motorcycles","NT","1955",3
"Motorcycles","NT","1956",0
"Motorcycles","NT","1957",3
"Motorcycles","NT","1958",3
"Motorcycles","NT","1959",0
"Motorcycles","NT","1960",3
"Motorcycles","NT","1961",0
"Motorcycles","NT","1962",0
"Motorcycles","NT","1963",0
"Motorcycles","NT","1964",3
"Motorcycles","NT","1965",0
"Motorcycles","NT","1966",5
"Motorcycles","NT","1967",6
"Motorcycles","NT","1968",6
"Motorcycles","NT","1969",5
"Motorcycles","NT","1970",5
"Motorcycles","NT","1971",6
"Motorcycles","NT","1972",4
"Motorcycles","NT","1973",4
"Motorcycles","NT","1974",7
"Motorcycles","NT","1975",6
"Motorcycles","NT","1976",6
"Motorcycles","NT","1977",3
"Motorcycles","NT","1978",4
"Motorcycles","NT","1979",5
"Motorcycles","NT","1980",8
"Motorcycles","NT","1981",7
"Motorcycles","NT","1982",5
"Motorcycles","NT","1983",11
"Motorcycles","NT","1984",8
"Motorcycles","NT","1985",11
"Motorcycles","NT","1986",6
"Motorcycles","NT","1987",6
"Motorcycles","NT","1988",9
"Motorcycles","NT","1989",9
"Motorcycles","NT","1990",8
"Motorcycles","NT","1991",7
"Motorcycles","NT","1992",7
"Motorcycles","NT","1993",11
"Motorcycles","NT","1994",18
"Motorcycles","NT","1995",16
"Motorcycles","NT","1996",23
"Motorcycles","NT","1997",18
"Motorcycles","NT","1998",31
"Motorcycles","NT","1999",34
"Motorcycles","NT","2000",34
"Motorcycles","NT","2001",38
"Motorcycles","NT","2002",37
"Motorcycles","NT","2003",42
"Motorcycles","NT","2004",82
"Motorcycles","NT","2005",74
"Motorcycles","NT","2006",115
"Motorcycles","NT","2007",144
"Motorcycles","NT","2008",186
"Motorcycles","NT","2009",137
"Motorcycles","NT","2010",135
"Motorcycles","NT","2011",140
"Motorcycles","NT","2012",185
"Motorcycles","NT","2013",217
"Motorcycles","NT","2014",233
"Motorcycles","NT","2015",228
"Motorcycles","NT","2016",253
"Motorcycles","NT","2017",257
